Index,Name,Level,Type,Center Latitude,Center Longitude,Extent NS (miles),Extent EW (miles),Notes,Parent,IsPageScraped?,URL
133230,Shoshone Range,6,Point Defined Range,40.4,-116.8666667,0,0,,Shoshone Mountains and Range,Yes,http://peakbagger.com/range.aspx?rid=133230
133231,Shoshone Mountains,6,Point Defined Range,39.15,-117.4833333,0,0,,Shoshone Mountains and Range,Yes,http://peakbagger.com/range.aspx?rid=133231
133240,Cortez Mountains,6,Mountain range with well-recognized name,40.25,-116.3833333,49,29,,North Eureka County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133240
133241,Red Mountains,6,Mountain range with well-recognized name,40.01666667,-116.8,25,22,,North Eureka County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133241
133242,Simpson Park Range,6,Mountain range with well-recognized name,39.7,-116.6666667,44,23,,North Eureka County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133242
133243,Pinion Range,6,Mountain range with well-recognized name,40.48333333,-115.95,39,25,,North Eureka County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133243
133244,Sulphur Spring Range,6,Mountain range with well-recognized name,40.06666667,-116.0666667,42,21,,North Eureka County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133244
133245,Roberts Mountains,6,Mountain range with well-recognized name,39.83333333,-116.35,49,21,,North Eureka County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133245
133246,Whistler Range,6,Mountain range with well-recognized name,39.68333333,-116.1,17,14,,North Eureka County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133246
133247,Diamond Mountains,6,Mountain range with well-recognized name,39.8,-115.8166667,63,19,,North Eureka County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133247
133269,San Antonio Mountains,6,Point Defined Range,38.31666667,-117.25,0,0,,Toquima Range,Yes,http://peakbagger.com/range.aspx?rid=133269
133274,Red Mountains,6,Point Defined Range,38.93333333,-116.5,0,0,,Monitor Range,Yes,http://peakbagger.com/range.aspx?rid=133274
133278,McKinney Mountains,6,Point Defined Range,38.36666667,-116.7833333,0,0,,Monitor Range,Yes,http://peakbagger.com/range.aspx?rid=133278
133279,Monitor Hills,6,Point Defined Range,37.96666667,-116.8833333,0,0,,Monitor Range,Yes,http://peakbagger.com/range.aspx?rid=133279
133280,Mahogany Hills,6,Point Defined Range,39.48333333,-116.15,0,0,,Hot Creek Range-Antelope Range,Yes,http://peakbagger.com/range.aspx?rid=133280
133281,Mountain Boy Range,6,Point Defined Range,39.46666667,-116.05,0,0,,Hot Creek Range-Antelope Range,Yes,http://peakbagger.com/range.aspx?rid=133281
133282,Fish Creek Range,6,Point Defined Range,39.45,-116,0,0,,Hot Creek Range-Antelope Range,Yes,http://peakbagger.com/range.aspx?rid=133282
133283,Antelope Range,6,Point Defined Range,39.15,-116.25,0,0,,Hot Creek Range-Antelope Range,Yes,http://peakbagger.com/range.aspx?rid=133283
133284,Hot Creek Range,6,Point Defined Range,38.63333333,-116.2833333,0,0,,Hot Creek Range-Antelope Range,Yes,http://peakbagger.com/range.aspx?rid=133284
133285,Park Range,6,Point Defined Range,38.86666667,-116.1833333,0,0,,Hot Creek Range-Antelope Range,Yes,http://peakbagger.com/range.aspx?rid=133285
133286,Needle Range,6,Point Defined Range,38.73333333,-116.1333333,0,0,,Hot Creek Range-Antelope Range,Yes,http://peakbagger.com/range.aspx?rid=133286
133300,Ruby Mountains,6,Mountain range with well-recognized name,40.2,-115.5333333,103,39,,Ruby-East Humboldt Mountains,Yes,http://peakbagger.com/range.aspx?rid=133300
133301,East Humboldt Range,6,Mountain range with well-recognized name,40.86666667,-115.2,35,26,,Ruby-East Humboldt Mountains,Yes,http://peakbagger.com/range.aspx?rid=133301
133310,Pequop Mountains,6,Mountain range with well-recognized name,40.81666667,-114.7333333,55,35,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133310
133311,Medicine Range,6,Mountain range with well-recognized name,40.33333333,-115.1666667,46,18,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133311
133312,Maverick Springs Range,6,Mountain range with well-recognized name,40.21666667,-115.4,17,11,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133312
133313,Tognini Mountains,6,Mountain range with well-recognized name,40.01666667,-115.3666667,28,14,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133313
133314,Butte Mountains,6,Mountain range with well-recognized name,39.76666667,-115.2166667,45,29,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133314
133315,Cherry Creek Range,6,Mountain range with well-recognized name,40.13333333,-114.8833333,48,21,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133315
133316,Dolly Varden Mountains,6,Mountain range with well-recognized name,40.35,-114.5666667,30,21,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133316
133317,Kinsley Mountains,6,Mountain range with well-recognized name,40.23333333,-114.3666667,20,11,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133317
133318,Antelope Range,6,Mountain range with well-recognized name,39.91666667,-114.3833333,50,21,,Cherry Creek-Pequop-Antelope Ranges,Yes,http://peakbagger.com/range.aspx?rid=133318
133338,South Mountains,6,Point Defined Range,39.75,-114.05,0,0,,Deep Creek Range,Yes,http://peakbagger.com/range.aspx?rid=133338
133339,Kern Mountains,6,Point Defined Range,39.66666667,-114.1333333,0,0,,Deep Creek Range,Yes,http://peakbagger.com/range.aspx?rid=133339
133340,Mokomoke Mountains,6,Point Defined Range,39.21666667,-115.45,0,0,,White Pine Range,Yes,http://peakbagger.com/range.aspx?rid=133340
133348,White River Range,6,Point Defined Range,38.8,-115.25,0,0,,White Pine Range,Yes,http://peakbagger.com/range.aspx?rid=133348
133349,Horse Range,6,Point Defined Range,38.78333333,-115.35,0,0,,White Pine Range,Yes,http://peakbagger.com/range.aspx?rid=133349
133350,Grant Range,6,Mountain range with well-recognized name,38.46666667,-115.4333333,50,34,,Grant-Quinn Canyon Range,Yes,http://peakbagger.com/range.aspx?rid=133350
133351,Quinn Canyon Range,6,Mountain range with well-recognized name,38,-115.8,42,31,,Grant-Quinn Canyon Range,Yes,http://peakbagger.com/range.aspx?rid=133351
133369,Gap Mountains,6,Point Defined Range,38.3,-115.05,0,0,,Egan Range,Yes,http://peakbagger.com/range.aspx?rid=133369
133370,Duck Creek Range,6,Point Defined Range,39.26666667,-114.7333333,0,0,,Schell Creek Range,Yes,http://peakbagger.com/range.aspx?rid=133370
133379,Ely Range,6,Point Defined Range,38.45,-114.6666667,0,0,,Schell Creek Range,Yes,http://peakbagger.com/range.aspx?rid=133379
133390,Fortification Range,6,Mountain range with well-recognized name,38.6,-114.4833333,24,18,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133390
133391,Fairview Range,6,Mountain range with well-recognized name,38.26666667,-114.65,24,17,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133391
133392,West Range,6,Mountain range with well-recognized name,38.03333333,-114.7333333,10,8,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133392
133393,Ely Springs-Black Canyon Ranges,6,Bogus mountain grouping for this site,37.85,-114.6666667,16,10,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133393
133394,Bristol Range,6,Mountain range with well-recognized name,38.03333333,-114.55,12,16,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133394
133395,Highland Range,6,Mountain range with well-recognized name,37.86666667,-114.5,15,18,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133395
133396,Wilson Creek Mountains,6,Mountain range with well-recognized name,38.23333333,-114.35,53,25,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133396
133397,White Rock Mountains,6,Mountain range with well-recognized name,38.28333333,-114.1166667,26,18,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133397
133398,Needle Mountains,6,Mountain range with well-recognized name,38.05,-114.0333333,10,16,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133398
133399,Mahogany Mountains,6,Mountain range with well-recognized name,37.93333333,-114.1166667,12,23,,Wilson Creek-White Rock Ranges,Yes,http://peakbagger.com/range.aspx?rid=133399
133410,Hogup Mountains,6,Mountain range with well-recognized name,41.45,-113.05,27,41,,Great Salt Lake Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133410
133411,Silver Island Mountains,6,Mountain range with well-recognized name,40.96666667,-113.8166667,36,37,,Great Salt Lake Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133411
133412,Newfoundland Mountains,6,Mountain range with well-recognized name,41.03333333,-113.3333333,44,23,,Great Salt Lake Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133412
133413,Grassy Mountains,6,Mountain range with well-recognized name,41,-113.05,38,18,,Great Salt Lake Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133413
133414,Lakeside Mountains,6,Mountain range with well-recognized name,41.03333333,-112.75,39,27,,Great Salt Lake Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133414
133415,Great Salt Lake Islands,6,Archipelago,41,-112.3166667,36,35,,Great Salt Lake Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133415
133416,Cedar Mountains,6,Mountain range with well-recognized name,40.48333333,-113.1333333,46,44,,Great Salt Lake Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133416
133440,Onaqui Mountains,6,Mountain range with well-recognized name,40.21666667,-112.5833333,18,18,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133440
133441,Lake Mountains,6,Mountain range with well-recognized name,40.21666667,-111.9333333,22,14,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133441
133442,Dugway Range,6,Mountain range with well-recognized name,40.06666667,-113.2833333,29,30,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133442
133443,Simpson Mountains,6,Mountain range with well-recognized name,40.03333333,-112.9333333,30,36,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133443
133444,Sheeprock Mountains,6,Mountain range with well-recognized name,39.93333333,-112.6,40,27,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133444
133445,West Tintic Mountains,6,Mountain range with well-recognized name,39.98333333,-112.3666667,43,18,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133445
133446,East Tintic Mountains,6,Mountain range with well-recognized name,39.85,-112.0666667,50,28,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133446
133447,Fish Springs Range,6,Mountain range with well-recognized name,39.83333333,-113.4666667,35,19,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133447
133448,Thomas Range,6,Mountain range with well-recognized name,39.78333333,-113.0166667,24,36,,Central Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133448
133450,Confusion Range,6,Mountain range with well-recognized name,39.26666667,-113.6666667,78,31,,Western Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133450
133451,Tunnel Spring Mountains,6,Mountain range with well-recognized name,38.88333333,-113.8333333,25,14,,Western Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133451
133452,Mountain Home Range,6,Mountain range with well-recognized name,38.55,-113.9,25,23,,Western Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133452
133453,Indian Peak Range,6,Mountain range with well-recognized name,38.2,-113.8333333,31,22,,Western Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133453
133454,Wah Wah Mountains,6,Mountain range with well-recognized name,38.46666667,-113.6,63,27,,Western Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133454
133470,Drum Mountains,6,Mountain range with well-recognized name,39.53333333,-112.9833333,19,31,,Eastern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133470
133471,Little Drum Mountains,6,Mountain range with well-recognized name,39.4,-113,21,20,,Eastern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133471
133472,Central Utah Volcanic Area,6,Bogus mountain grouping for this site,39.13333333,-112.6166667,75,42,,Eastern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133472
133473,Gilson Mountains,6,Mountain range with well-recognized name,39.61666667,-112.3333333,13,22,,Eastern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133473
133474,Canyon Mountains,6,Mountain range with well-recognized name,39.36666667,-112.2333333,29,20,,Eastern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133474
133475,Cricket Mountains,6,Mountain range with well-recognized name,38.9,-113,34,26,,Eastern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133475
133476,San Francisco Mountains,6,Mountain range with well-recognized name,38.48333333,-113.2,33,22,,Eastern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133476
133477,Mineral Mountains,6,Mountain range with well-recognized name,38.45,-112.8166667,41,23,,Eastern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133477
133480,Black Mountains,6,Mountain range with well-recognized name,37.96666667,-113.05,49,48,,Southern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133480
133481,Antelope Range,6,Mountain range with well-recognized name,37.8,-113.65,33,42,,Southern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133481
133482,Harmony Mountains,6,Mountain range with well-recognized name,37.53333333,-113.3166667,22,19,,Southern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133482
133483,Bull Valley Mountains,6,Mountain range with well-recognized name,37.46666667,-113.7833333,31,33,,Southern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133483
133484,Beaver Dam Mountains,6,Mountain range with well-recognized name,37.08333333,-113.8166667,27,23,,Southern Utah Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=133484
133500,Pine Nut Mountains,6,Point Defined Range,38.88333333,-119.5,0,0,,Pine Nut-Sweetwater Ranges,Yes,http://peakbagger.com/range.aspx?rid=133500
133501,Buckskin Range,6,Point Defined Range,39.03333333,-119.3666667,0,0,,Pine Nut-Sweetwater Ranges,Yes,http://peakbagger.com/range.aspx?rid=133501
133502,Singatse Range,6,Point Defined Range,38.85,-119.2166667,0,0,,Pine Nut-Sweetwater Ranges,Yes,http://peakbagger.com/range.aspx?rid=133502
133503,Wellington Hills,6,Point Defined Range,38.66666667,-119.3666667,0,0,,Pine Nut-Sweetwater Ranges,Yes,http://peakbagger.com/range.aspx?rid=133503
133504,Desert Creek Mountains,6,Point Defined Range,38.61666667,-119.3166667,0,0,,Pine Nut-Sweetwater Ranges,Yes,http://peakbagger.com/range.aspx?rid=133504
133505,Sweetwater Mountains,6,Point Defined Range,38.51666667,-119.3,0,0,,Pine Nut-Sweetwater Ranges,Yes,http://peakbagger.com/range.aspx?rid=133505
133506,Pine Grove Hills,6,Point Defined Range,38.61666667,-119.15,0,0,,Pine Nut-Sweetwater Ranges,Yes,http://peakbagger.com/range.aspx?rid=133506
133507,Cambridge Hills,6,Point Defined Range,38.71666667,-119.0166667,0,0,,Pine Nut-Sweetwater Ranges,Yes,http://peakbagger.com/range.aspx?rid=133507
133513,Gray Hills,6,Point Defined Range,38.81666667,-118.9666667,0,0,,Wassuk Range,Yes,http://peakbagger.com/range.aspx?rid=133513
133520,Bodie Mountains,6,Mountain range with well-recognized name,38.21666667,-118.9833333,31,26,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133520
133521,Mono Craters,6,Mountain range with well-recognized name,37.88333333,-119,20,10,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133521
133522,Cowtrack-Granite Area,6,Bogus mountain grouping for this site,37.95,-118.85,20,19,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133522
133523,Glass Mountain Ridge,6,Mountain range with well-recognized name,37.76666667,-118.75,26,20,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133523
133524,Benton Range,6,Mountain range with well-recognized name,37.65,-118.4833333,33,15,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133524
133525,Garfield Hills,6,Mountain range with well-recognized name,38.43333333,-118.35,17,27,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133525
133526,Anchorite Hills,6,Mountain range with well-recognized name,38.21666667,-118.6666667,15,13,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133526
133527,Excelsior Mountains,6,Mountain range with well-recognized name,38.18333333,-118.2833333,28,41,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133527
133528,Huntoon Mountains,6,Mountain range with well-recognized name,38.05,-118.4833333,25,24,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133528
133529,Candelaria Hills,6,Mountain range with well-recognized name,38.13333333,-118.1166667,18,19,,Mono-Benton-Excelsior Area,Yes,http://peakbagger.com/range.aspx?rid=133529
133530,Gillis Range,6,Point Defined Range,38.68333333,-118.55,0,0,,Gabbs Valley-Pilot-Monte Cristo,Yes,http://peakbagger.com/range.aspx?rid=133530
133531,Gabbs Valley Range,6,Point Defined Range,38.65,-118.1666667,0,0,,Gabbs Valley-Pilot-Monte Cristo,Yes,http://peakbagger.com/range.aspx?rid=133531
133532,Pilot Mountains,6,Point Defined Range,38.35,-117.9666667,0,0,,Gabbs Valley-Pilot-Monte Cristo,Yes,http://peakbagger.com/range.aspx?rid=133532
133533,Cedar Mountains,6,Point Defined Range,38.53333333,-117.8166667,0,0,,Gabbs Valley-Pilot-Monte Cristo,Yes,http://peakbagger.com/range.aspx?rid=133533
133534,Royston Hills,6,Point Defined Range,38.36666667,-117.5166667,0,0,,Gabbs Valley-Pilot-Monte Cristo,Yes,http://peakbagger.com/range.aspx?rid=133534
133535,Monte Cristo Range,6,Point Defined Range,38.15,-117.6833333,0,0,,Gabbs Valley-Pilot-Monte Cristo,Yes,http://peakbagger.com/range.aspx?rid=133535
133540,Volcanic Hills,6,Point Defined Range,37.96666667,-118.0833333,0,0,,White Mountains,Yes,http://peakbagger.com/range.aspx?rid=133540
133550,Silver Peak Range,6,Point Defined Range,37.7,-117.9166667,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133550
133551,Lone Mountain,6,Point Defined Range,38.01666667,-117.4833333,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133551
133552,Weepah Hills,6,Point Defined Range,37.91666667,-117.5,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133552
133553,Clayton Ridge,6,Point Defined Range,37.68333333,-117.4833333,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133553
133554,Montezuma Range,6,Point Defined Range,37.7,-117.3666667,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133554
133555,Palmetto Mountains,6,Point Defined Range,37.5,-117.5833333,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133555
133556,Sylvania Mountains,6,Point Defined Range,37.38333333,-117.7,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133556
133557,Cucomungo Mountains,6,Point Defined Range,37.36666667,-117.6,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133557
133558,Slate Ridge,6,Point Defined Range,37.33333333,-117.3166667,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133558
133559,Gold Mtn Range,6,Point Defined Range,37.25,-117.3,0,0,,Esmeralda County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133559
133590,Grapevine Mountains,6,Point Defined Range,36.96666667,-117.15,0,0,,Amaragosa Range,Yes,http://peakbagger.com/range.aspx?rid=133590
133591,Funeral Mountains,6,Point Defined Range,36.78333333,-116.9166667,0,0,,Amaragosa Range,Yes,http://peakbagger.com/range.aspx?rid=133591
133592,Black Mountains,6,Point Defined Range,36.2,-116.6833333,0,0,,Amaragosa Range,Yes,http://peakbagger.com/range.aspx?rid=133592
133593,Greenwater Range,6,Point Defined Range,36.25,-116.5833333,0,0,,Amaragosa Range,Yes,http://peakbagger.com/range.aspx?rid=133593
133600,Goldfield Hills,6,Point Defined Range,37.73333333,-117.1333333,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133600
133601,Cuprite Hills,6,Point Defined Range,37.48333333,-117.2666667,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133601
133602,Cactus Range,6,Point Defined Range,37.63333333,-116.7666667,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133602
133603,Stonewall Mountain,6,Point Defined Range,37.48333333,-117.0333333,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133603
133604,Pahute Mesa,6,Point Defined Range,37.26666667,-116.6,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133604
133605,Bullfrog Hills,6,Point Defined Range,36.95,-116.8333333,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133605
133606,Bare Mountains,6,Point Defined Range,36.86666667,-116.6666667,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133606
133607,Yucca-Timber-Shoshone Area,6,Point Defined Range,36.96666667,-116.4,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133607
133608,Skull Mountain,6,Point Defined Range,36.76666667,-116.1666667,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133608
133609,Specter Range,6,Point Defined Range,36.63333333,-116.15,0,0,,West Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133609
133610,Kawich Range,6,Point Defined Range,37.96666667,-116.4666667,0,0,,Kawich-Belted-Reveille Ranges,Yes,http://peakbagger.com/range.aspx?rid=133610
133611,Reveille Range,6,Point Defined Range,37.85,-116.1333333,0,0,,Kawich-Belted-Reveille Ranges,Yes,http://peakbagger.com/range.aspx?rid=133611
133612,Belted Range,6,Point Defined Range,37.5,-116.0833333,0,0,,Kawich-Belted-Reveille Ranges,Yes,http://peakbagger.com/range.aspx?rid=133612
133613,Eleana Range,6,Point Defined Range,37.15,-116.2,0,0,,Kawich-Belted-Reveille Ranges,Yes,http://peakbagger.com/range.aspx?rid=133613
133620,Groom Range,6,Point Defined Range,37.45,-115.7333333,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133620
133621,Tikaboo Range,6,Point Defined Range,37.41666667,-115.65,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133621
133622,Halfpint Range,6,Point Defined Range,37.15,-115.9333333,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133622
133623,Papoose Range,6,Point Defined Range,37.18333333,-115.85,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133623
133624,Desert Range,6,Point Defined Range,37.13333333,-115.55,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133624
133625,Pintwater Range,6,Point Defined Range,37.08333333,-115.5833333,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133625
133626,Spotted Range,6,Point Defined Range,36.83333333,-115.7166667,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133626
133627,Ranger Mountains,6,Point Defined Range,36.76666667,-115.8,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133627
133628,East Desert Range,6,Point Defined Range,36.8,-115.2666667,0,0,,East Nellis Ranges,Yes,http://peakbagger.com/range.aspx?rid=133628
133630,Worthington Mountains,6,Point Defined Range,37.91666667,-115.6166667,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133630
133631,Golden Gate Range,6,Point Defined Range,37.85,-115.45,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133631
133632,Timpahute Range,6,Point Defined Range,37.63333333,-115.5166667,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133632
133633,Mount Irish Range,6,Point Defined Range,37.65,-115.4,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133633
133634,East Pahranagat Range,6,Point Defined Range,37.41666667,-115.3,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133634
133635,Pahranagat Range,6,Point Defined Range,37.35,-115.3333333,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133635
133636,Seaman Range,6,Point Defined Range,37.98333333,-115.1,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133636
133637,Hiko Range,6,Point Defined Range,37.66666667,-115.1666667,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133637
133638,North Pahroc Range,6,Point Defined Range,37.68333333,-114.95,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133638
133639,South Pahroc Range,6,Point Defined Range,37.48333333,-115.0333333,0,0,,Northwest Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133639
133650,Burnt Springs Range,6,Mountain range with well-recognized name,37.73333333,-114.7166667,17,11,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133650
133651,Chief Range,6,Mountain range with well-recognized name,37.71666667,-114.5166667,13,13,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133651
133652,Cedar Range,6,Mountain range with well-recognized name,37.68333333,-114.2166667,26,32,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133652
133653,Delamar Mountains,6,Mountain range with well-recognized name,37.26666667,-114.8166667,49,32,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133653
133654,Meadow Valley Mountains,6,Mountain range with well-recognized name,37.01666667,-114.7,52,27,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133654
133655,Clover Mountains,6,Mountain range with well-recognized name,37.2,-114.2333333,58,37,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133655
133656,Mormon Mountains,6,Mountain range with well-recognized name,36.81666667,-114.4166667,48,28,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133656
133657,Virgin Mountains,6,Mountain range with well-recognized name,36.71666667,-113.9666667,48,41,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133657
133658,South Virgin Mountains,6,Geographically-defined sub-range,36.28333333,-114.1666667,29,27,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133658
133659,Hiller Mountains,6,Mountain range with well-recognized name,36.06666667,-114.2166667,7,11,,Eastern Lincoln County Ranges,Yes,http://peakbagger.com/range.aspx?rid=133659
133670,Johnnie Range,6,Point Defined Range,36.38333333,-116.1166667,0,0,,Southeast Death Valley Ranges,Yes,http://peakbagger.com/range.aspx?rid=133670
133671,Last Chance Range,6,Point Defined Range,36.33333333,-116.0833333,0,0,,Southeast Death Valley Ranges,Yes,http://peakbagger.com/range.aspx?rid=133671
